periodo,y,estado
2018-02,1506,CE
2018-02,300,DF
2018-02,801,ES
2018-02,12784,GO
2018-02,253,MA
2018-02,5426,MG
2018-02,626,MS
2018-02,1631,MT
2018-02,1260,PA
2018-02,440,PB
2018-02,1264,PE
2018-02,242,PI
2018-02,2162,PR
2018-02,2412,RJ
2018-02,985,RN
2018-02,278,RO
2018-02,88,RR
2018-02,117,RS
2018-02,227,SC
2018-02,29,SE
2018-02,8779,SP
2018-02,567,TO
2018-03,967,AC
2018-03,203,AL
2018-03,579,AM
2018-03,222,AP
2018-03,1580,BA
2018-03,2292,CE
2018-03,458,DF
2018-03,1461,ES
2018-03,17787,GO
2018-03,300,MA
2018-03,7890,MG
2018-03,741,MS
2018-03,1612,MT
2018-03,1977,PA
2018-03,684,PB
2018-03,2058,PE
2018-03,367,PI
2018-03,1984,PR
2018-03,4437,RJ
2018-03,2389,RN
2018-03,205,RO
2018-03,114,RR
2018-03,98,RS
2018-03,173,SC
2018-03,30,SE
2018-03,9206,SP
2018-03,708,TO
2018-04,1022,AC
2018-04,259,AL
2018-04,586,AM
2018-04,253,AP
2018-04,2257,BA
2018-04,3448,CE
2018-04,608,DF
2018-04,2118,ES
2018-04,19817,GO
2018-04,473,MA
2018-04,11661,MG
2018-04,612,MS
2018-04,1376,MT
2018-04,1606,PA
2018-04,2164,PB
2018-04,4036,PE
2018-04,274,PI
2018-04,2097,PR
2018-04,4718,RJ
2018-04,4826,RN
2018-04,274,RO
2018-04,108,RR
2018-04,86,RS
2018-04,253,SC
2018-04,40,SE
2018-04,8239,SP
2018-04,1208,TO
2018-05,904,AC
2018-05,372,AL
2018-05,442,AM
2018-05,143,AP
2018-05,2292,BA
2018-05,1781,CE
2018-05,445,DF
2018-05,2330,ES
2018-05,18490,GO
2018-05,761,MA
2018-05,7876,MG
2018-05,632,MS
2018-05,1087,MT
2018-05,1231,PA
2018-05,3043,PB
2018-05,3697,PE
2018-05,453,PI
2018-05,1348,PR
2018-05,3641,RJ
2018-05,5438,RN
2018-05,239,RO
2018-05,166,RR
2018-05,76,RS
2018-05,211,SC
2018-05,94,SE
2018-05,7250,SP
2018-05,1037,TO
2018-06,558,AC
2018-06,391,AL
2018-06,369,AM
2018-06,86,AP
2018-06,1304,BA
2018-06,1227,CE
2018-06,305,DF
2018-06,2105,ES
2018-06,8571,GO
2018-06,187,MA
2018-06,3847,MG
2018-06,340,MS
2018-06,581,MT
2018-06,825,PA
2018-06,2145,PB
2018-06,2371,PE
2018-06,358,PI
2018-06,769,PR
2018-06,1912,RJ
2018-06,4268,RN
2018-06,95,RO
2018-06,126,RR
2018-06,36,RS
2018-06,92,SC
2018-06,70,SE
2018-06,4517,SP
2018-06,465,TO
2018-07,473,AC
2018-07,287,AL
2018-07,398,AM
2018-07,69,AP
2018-07,831,BA
2018-07,1105,CE
2018-07,225,DF
2018-07,1740,ES
2018-07,3602,GO
2018-07,102,MA
2018-07,2083,MG
2018-07,323,MS
2018-07,347,MT
2018-07,462,PA
2018-07,1384,PB
2018-07,1982,PE
2018-07,275,PI
2018-07,877,PR
2018-07,1542,RJ
2018-07,4101,RN
2018-07,112,RO
2018-07,184,RR
2018-07,27,RS
2018-07,67,SC
2018-07,44,SE
2018-07,3287,SP
2018-07,252,TO
2018-08,499,AC
2018-08,285,AL
2018-08,388,AM
2018-08,92,AP
2018-08,879,BA
2018-08,900,CE
2018-08,162,DF
2018-08,1375,ES
2018-08,2851,GO
2018-08,131,MA
2018-08,1651,MG
2018-08,245,MS
2018-08,264,MT
2018-08,604,PA
2018-08,937,PB
2018-08,1846,PE
2018-08,183,PI
2018-08,619,PR
2018-08,921,RJ
2018-08,2998,RN
2018-08,94,RO
2018-08,201,RR
2018-08,35,RS
2018-08,54,SC
2018-08,39,SE
2018-08,2934,SP
2018-08,214,TO
2018-09,664,AC
2018-09,183,AL
2018-09,238,AM
2018-09,78,AP
2018-09,603,BA
2018-09,580,CE
2018-09,199,DF
2018-09,816,ES
2018-09,2386,GO
2018-09,81,MA
2018-09,1550,MG
2018-09,223,MS
2018-09,198,MT
2018-09,320,PA
2018-09,380,PB
2018-09,1216,PE
2018-09,122,PI
2018-09,770,PR
2018-09,552,RJ
2018-09,1795,RN
2018-09,57,RO
2018-09,110,RR
2018-09,19,RS
2018-09,65,SC
2018-09,30,SE
2018-09,2977,SP
2018-09,194,TO
2018-10,1632,AC
2018-10,187,AL
2018-10,229,AM
2018-10,114,AP
2018-10,828,BA
2018-10,512,CE
2018-10,256,DF
2018-10,916,ES
2018-10,3472,GO
2018-10,78,MA
2018-10,2354,MG
2018-10,416,MS
2018-10,243,MT
2018-10,213,PA
2018-10,370,PB
2018-10,1526,PE
2018-10,82,PI
2018-10,1246,PR
2018-10,675,RJ
2018-10,1100,RN
2018-10,80,RO
2018-10,103,RR
2018-10,40,RS
2018-10,89,SC
2018-10,58,SE
2018-10,4502,SP
2018-10,333,TO
2018-11,2207,AC
2018-11,189,AL
2018-11,176,AM
2018-11,69,AP
2018-11,838,BA
2018-11,394,CE
2018-11,320,DF
2018-11,1026,ES
2018-11,4889,GO
2018-11,78,MA
2018-11,3274,MG
2018-11,1333,MS
2018-11,443,MT
2018-11,290,PA
2018-11,314,PB
2018-11,1225,PE
2018-11,81,PI
2018-11,1497,PR
2018-11,817,RJ
2018-11,936,RN
2018-11,96,RO
2018-11,95,RR
2018-11,49,RS
2018-11,161,SC
2018-11,49,SE
2018-11,5900,SP
2018-11,769,TO
2018-12,1896,AC
2018-12,208,AL
2018-12,165,AM
2018-12,49,AP
2018-12,822,BA
2018-12,417,CE
2018-12,521,DF
2018-12,1810,ES
2018-12,6367,GO
2018-12,55,MA
2018-12,6120,MG
2018-12,4369,MS
2018-12,764,MT
2018-12,417,PA
2018-12,263,PB
2018-12,1127,PE
2018-12,107,PI
2018-12,1780,PR
2018-12,1260,RJ
2018-12,747,RN
2018-12,91,RO
2018-12,122,RR
2018-12,39,RS
2018-12,169,SC
2018-12,28,SE
2018-12,9739,SP
2018-12,1919,TO
2019-01,2466,AC
2019-01,410,AL
2019-01,433,AM
2019-01,79,AP
2019-01,2993,BA
2019-01,919,CE
2019-01,969,DF
2019-01,4210,ES
2019-01,11406,GO
2019-01,332,MA
2019-01,21159,MG
2019-01,4726,MS
2019-01,1199,MT
2019-01,943,PA
2019-01,406,PB
2019-01,1480,PE
2019-01,238,PI
2019-01,3067,PR
2019-01,2381,RJ
2019-01,831,RN
2019-01,123,RO
2019-01,170,RR
2019-01,125,RS
2019-01,259,SC
2019-01,60,SE
2019-01,31724,SP
2019-01,5474,TO
2019-02,1994,AC
2019-02,568,AL
2019-02,514,AM
2019-02,85,AP
2019-02,5870,BA
2019-02,1667,CE
2019-02,2462,DF
2019-02,5158,ES
2019-02,15393,GO
2019-02,469,MA
2019-02,43831,MG
2019-02,9410,MS
2019-02,1391,MT
2019-02,1328,PA
2019-02,647,PB
2019-02,2782,PE
2019-02,328,PI
2019-02,5523,PR
2019-02,2358,RJ
2019-02,916,RN
2019-02,131,RO
2019-02,187,RR
2019-02,132,RS
2019-02,403,SC
2019-02,55,SE
2019-02,70404,SP
2019-02,6741,TO
2019-03,1504,AC
2019-03,1037,AL
2019-03,387,AM
2019-03,148,AP
2019-03,6965,BA
2019-03,2934,CE
2019-03,5086,DF
2019-03,8082,ES
2019-03,20830,GO
2019-03,840,MA
2019-03,89406,MG
2019-03,20858,MS
2019-03,1668,MT
2019-03,1270,PA
2019-03,1187,PB
2019-03,3686,PE
2019-03,735,PI
2019-03,11457,PR
2019-03,4859,RJ
2019-03,1770,RN
2019-03,205,RO
2019-03,230,RR
2019-03,250,RS
2019-03,837,SC
2019-03,157,SE
2019-03,105923,SP
2019-03,5972,TO
2019-04,933,AC
2019-04,2038,AL
2019-04,419,AM
2019-04,153,AP
2019-04,10512,BA
2019-04,6399,CE
2019-04,8224,DF
2019-04,11248,ES
2019-04,28684,GO
2019-04,1294,MA
2019-04,178518,MG
2019-04,20696,MS
2019-04,2590,MT
2019-04,1277,PA
2019-04,2610,PB
2019-04,7816,PE
2019-04,1718,PI
2019-04,21893,PR
2019-04,11400,RJ
2019-04,5074,RN
2019-04,275,RO
2019-04,207,RR
2019-04,873,RS
2019-04,1524,SC
2019-04,382,SE
2019-04,171187,SP
2019-04,5221,TO
2019-05,694,AC
2019-05,4489,AL
2019-05,394,AM
2019-05,82,AP
2019-05,17895,BA
2019-05,6322,CE
2019-05,12776,DF
2019-05,15621,ES
2019-05,32111,GO
2019-05,1347,MA
2019-05,192650,MG
2019-05,15293,MS
2019-05,3268,MT
2019-05,1080,PA
2019-05,4084,PB
2019-05,14812,PE
2019-05,2703,PI
2019-05,27162,PR
2019-05,15202,RJ
2019-05,7852,RN
2019-05,285,RO
2019-05,180,RR
2019-05,1419,RS
2019-05,1858,SC
2019-05,1112,SE
2019-05,182583,SP
2019-05,3558,TO
2019-06,405,AC
2019-06,5194,AL
2019-06,356,AM
2019-06,68,AP
2019-06,12430,BA
2019-06,4721,CE
2019-06,10287,DF
2019-06,14727,ES
2019-06,17271,GO
2019-06,897,MA
2019-06,57896,MG
2019-06,6469,MS
2019-06,1968,MT
2019-06,533,PA
2019-06,3006,PB
2019-06,9434,PE
2019-06,1766,PI
2019-06,12454,PR
2019-06,6802,RJ
2019-06,7024,RN
2019-06,202,RO
2019-06,153,RR
2019-06,610,RS
2019-06,1056,SC
2019-06,1653,SE
2019-06,69464,SP
2019-06,1188,TO
2019-07,355,AC
2019-07,5345,AL
2019-07,337,AM
2019-07,37,AP
2019-07,9535,BA
2019-07,3488,CE
2019-07,2437,DF
2019-07,10055,ES
2019-07,7020,GO
2019-07,542,MA
2019-07,13751,MG
2019-07,2077,MS
2019-07,1100,MT
2019-07,394,PA
2019-07,3057,PB
2019-07,7119,PE
2019-07,1246,PI
2019-07,5207,PR
2019-07,3111,RJ
2019-07,6182,RN
2019-07,240,RO
2019-07,249,RR
2019-07,211,RS
2019-07,380,SC
2019-07,2986,SE
2019-07,25592,SP
2019-07,361,TO
2019-08,340,AC
2019-08,3745,AL
2019-08,251,AM
2019-08,52,AP
2019-08,6085,BA
2019-08,2612,CE
2019-08,851,DF
2019-08,3909,ES
2019-08,3886,GO
2019-08,286,MA
2019-08,4184,MG
2019-08,900,MS
2019-08,684,MT
2019-08,393,PA
2019-08,2583,PB
2019-08,5163,PE
2019-08,458,PI
2019-08,2766,PR
2019-08,1340,RJ
2019-08,4536,RN
2019-08,164,RO
2019-08,385,RR
2019-08,130,RS
2019-08,245,SC
2019-08,2427,SE
2019-08,11717,SP
2019-08,231,TO
2019-09,378,AC
2019-09,2019,AL
2019-09,289,AM
2019-09,50,AP
2019-09,4281,BA
2019-09,1630,CE
2019-09,659,DF
2019-09,2262,ES
2019-09,3069,GO
2019-09,225,MA
2019-09,3910,MG
2019-09,658,MS
2019-09,511,MT
2019-09,539,PA
2019-09,1410,PB
2019-09,4483,PE
2019-09,222,PI
2019-09,2668,PR
2019-09,876,RJ
2019-09,2724,RN
2019-09,95,RO
2019-09,396,RR
2019-09,89,RS
2019-09,200,SC
2019-09,1344,SE
2019-09,10309,SP
2019-09,171,TO
2019-10,1219,AC
2019-10,1409,AL
2019-10,893,AM
2019-10,53,AP
2019-10,3308,BA
2019-10,1012,CE
2019-10,856,DF
2019-10,1771,ES
2019-10,3612,GO
2019-10,206,MA
2019-10,3679,MG
2019-10,726,MS
2019-10,604,MT
2019-10,455,PA
2019-10,914,PB
2019-10,3593,PE
2019-10,129,PI
2019-10,3745,PR
2019-10,768,RJ
2019-10,1488,RN
2019-10,132,RO
2019-10,651,RR
2019-10,107,RS
2019-10,246,SC
2019-10,772,SE
2019-10,11656,SP
2019-10,324,TO
2019-11,3098,AC
2019-11,801,AL
2019-11,1512,AM
2019-11,63,AP
2019-11,2704,BA
2019-11,891,CE
2019-11,773,DF
2019-11,1733,ES
2019-11,3704,GO
2019-11,138,MA
2019-11,3386,MG
2019-11,1199,MS
2019-11,921,MT
2019-11,485,PA
2019-11,577,PB
2019-11,2320,PE
2019-11,120,PI
2019-11,5937,PR
2019-11,814,RJ
2019-11,701,RN
2019-11,249,RO
2019-11,761,RR
2019-11,117,RS
2019-11,245,SC
2019-11,417,SE
2019-11,12348,SP
2019-11,689,TO
2019-12,3829,AC
2019-12,378,AL
2019-12,1955,AM
2019-12,45,AP
2019-12,2238,BA
2019-12,765,CE
2019-12,870,DF
2019-12,2607,ES
2019-12,4171,GO
2019-12,86,MA
2019-12,4950,MG
2019-12,2251,MS
2019-12,2186,MT
2019-12,376,PA
2019-12,448,PB
2019-12,1525,PE
2019-12,106,PI
2019-12,11632,PR
2019-12,967,RJ
2019-12,769,RN
2019-12,378,RO
2019-12,606,RR
2019-12,123,RS
2019-12,255,SC
2019-12,169,SE
2019-12,16266,SP
2019-12,971,TO
2020-01,3956,AC
2020-01,254,AL
2020-01,2132,AM
2020-01,42,AP
2020-01,3683,BA
2020-01,1750,CE
2020-01,2802,DF
2020-01,2721,ES
2020-01,7939,GO
2020-01,486,MA
2020-01,12889,MG
2020-01,11973,MS
2020-01,7443,MT
2020-01,1220,PA
2020-01,616,PB
2020-01,1814,PE
2020-01,156,PI
2020-01,38089,PR
2020-01,1811,RJ
2020-01,1066,RN
2020-01,607,RO
2020-01,601,RR
2020-01,193,RS
2020-01,407,SC
2020-01,149,SE
2020-01,54898,SP
2020-01,916,TO
2020-02,2117,AC
2020-02,218,AL
2020-02,1304,AM
2020-02,36,AP
2020-02,7002,BA
2020-02,4194,CE
2020-02,6771,DF
2020-02,2537,ES
2020-02,11727,GO
2020-02,894,MA
2020-02,21609,MG
2020-02,21047,MS
2020-02,9875,MT
2020-02,1764,PA
2020-02,737,PB
2020-02,2089,PE
2020-02,210,PI
2020-02,90754,PR
2020-02,1777,RJ
2020-02,1601,RN
2020-02,1001,RO
2020-02,504,RR
2020-02,450,RS
2020-02,795,SC
2020-02,145,SE
2020-02,97274,SP
2020-02,1034,TO
2020-03,957,AC
2020-03,218,AL
2020-03,1347,AM
2020-03,25,AP
2020-03,12975,BA
2020-03,5787,CE
2020-03,12031,DF
2020-03,2216,ES
2020-03,15413,GO
2020-03,592,MA
2020-03,29830,MG
2020-03,18569,MS
2020-03,8461,MT
2020-03,1623,PA
2020-03,691,PB
2020-03,2653,PE
2020-03,366,PI
2020-03,103402,PR
2020-03,1467,RJ
2020-03,1861,RN
2020-03,1205,RO
2020-03,216,RR
2020-03,1293,RS
2020-03,2301,SC
2020-03,223,SE
2020-03,85833,SP
2020-03,1029,TO
2020-04,424,AC
2020-04,478,AL
2020-04,833,AM
2020-04,23,AP
2020-04,20909,BA
2020-04,6383,CE
2020-04,14213,DF
2020-04,67,ES
2020-04,13670,GO
2020-04,438,MA
2020-04,27354,MG
2020-04,8840,MS
2020-04,6027,MT
2020-04,850,PA
2020-04,662,PB
2020-04,3434,PE
2020-04,374,PI
2020-04,61538,PR
2020-04,862,RJ
2020-04,964,RN
2020-04,987,RO
2020-04,71,RR
2020-04,2294,RS
2020-04,5509,SC
2020-04,178,SE
2020-04,51399,SP
2020-04,558,TO
2020-05,1151,AC
2020-05,541,AL
2020-05,683,AM
2020-05,17,AP
2020-05,24885,BA
2020-05,6082,CE
2020-05,12110,DF
2020-05,4,ES
2020-05,10250,GO
2020-05,245,MA
2020-05,18983,MG
2020-05,4389,MS
2020-05,5826,MT
2020-05,593,PA
2020-05,1076,PB
2020-05,5610,PE
2020-05,662,PI
2020-05,28315,PR
2020-05,605,RJ
2020-05,1515,RN
2020-05,804,RO
2020-05,175,RR
2020-05,1240,RS
2020-05,6544,SC
2020-05,393,SE
2020-05,33118,SP
2020-05,472,TO
2020-06,1107,AC
2020-06,552,AL
2020-06,905,AM
2020-06,12,AP
2020-06,18823,BA
2020-06,5151,CE
2020-06,6670,DF
2020-06,8054,GO
2020-06,163,MA
2020-06,10936,MG
2020-06,2089,MS
2020-06,4180,MT
2020-06,389,PA
2020-06,1096,PB
2020-06,5316,PE
2020-06,489,PI
2020-06,12559,PR
2020-06,395,RJ
2020-06,1807,RN
2020-06,567,RO
2020-06,161,RR
2020-06,369,RS
2020-06,3835,SC
2020-06,948,SE
2020-06,20477,SP
2020-06,424,TO
2020-07,495,AC
2020-07,532,AL
2020-07,593,AM
2020-07,11,AP
2020-07,9837,BA
2020-07,4622,CE
2020-07,2848,DF
2020-07,1,ES
2020-07,5831,GO
2020-07,159,MA
2020-07,6975,MG
2020-07,1557,MS
2020-07,2101,MT
2020-07,214,PA
2020-07,1241,PB
2020-07,5216,PE
2020-07,279,PI
2020-07,5150,PR
2020-07,372,RJ
2020-07,1671,RN
2020-07,496,RO
2020-07,214,RR
2020-07,162,RS
2020-07,1615,SC
2020-07,1171,SE
2020-07,14430,SP
2020-07,413,TO
2020-08,337,AC
2020-08,262,AL
2020-08,346,AM
2020-08,11,AP
2020-08,3372,BA
2020-08,2836,CE
2020-08,1418,DF
2020-08,3,ES
2020-08,2850,GO
2020-08,80,MA
2020-08,3974,MG
2020-08,1032,MS
2020-08,922,MT
2020-08,187,PA
2020-08,844,PB
2020-08,3506,PE
2020-08,132,PI
2020-08,2502,PR
2020-08,214,RJ
2020-08,916,RN
2020-08,231,RO
2020-08,151,RR
2020-08,95,RS
2020-08,504,SC
2020-08,864,SE
2020-08,8320,SP
2020-08,219,TO
2020-09,286,AC
2020-09,195,AL
2020-09,396,AM
2020-09,11,AP
2020-09,1927,BA
2020-09,1451,CE
2020-09,1462,DF
2020-09,1827,GO
2020-09,67,MA
2020-09,3601,MG
2020-09,816,MS
2020-09,641,MT
2020-09,142,PA
2020-09,592,PB
2020-09,2617,PE
2020-09,92,PI
2020-09,3270,PR
2020-09,273,RJ
2020-09,497,RN
2020-09,129,RO
2020-09,105,RR
2020-09,63,RS
2020-09,376,SC
2020-09,586,SE
2020-09,7920,SP
2020-09,121,TO
2020-10,385,AC
2020-10,171,AL
2020-10,466,AM
2020-10,20,AP
2020-10,1413,BA
2020-10,949,CE
2020-10,1224,DF
2020-10,1,ES
2020-10,1567,GO
2020-10,42,MA
2020-10,3291,MG
2020-10,615,MS
2020-10,433,MT
2020-10,120,PA
2020-10,436,PB
2020-10,1933,PE
2020-10,54,PI
2020-10,3858,PR
2020-10,249,RJ
2020-10,338,RN
2020-10,119,RO
2020-10,74,RR
2020-10,133,RS
2020-10,353,SC
2020-10,329,SE
2020-10,7451,SP
2020-10,78,TO
2020-11,1031,AC
2020-11,100,AL
2020-11,620,AM
2020-11,9,AP
2020-11,1241,BA
2020-11,878,CE
2020-11,1148,DF
2020-11,5,ES
2020-11,1708,GO
2020-11,29,MA
2020-11,3822,MG
2020-11,1015,MS
2020-11,552,MT
2020-11,171,PA
2020-11,311,PB
2020-11,1484,PE
2020-11,56,PI
2020-11,4935,PR
2020-11,262,RJ
2020-11,361,RN
2020-11,156,RO
2020-11,35,RR
2020-11,134,RS
2020-11,434,SC
2020-11,161,SE
2020-11,7477,SP
2020-11,120,TO
2020-12,2434,AC
2020-12,118,AL
2020-12,881,AM
2020-12,20,AP
2020-12,1145,BA
2020-12,808,CE
2020-12,1840,DF
2020-12,467,ES
2020-12,2002,GO
2020-12,26,MA
2020-12,4728,MG
2020-12,1198,MS
2020-12,877,MT
2020-12,215,PA
2020-12,282,PB
2020-12,1082,PE
2020-12,53,PI
2020-12,5508,PR
2020-12,236,RJ
2020-12,297,RN
2020-12,365,RO
2020-12,66,RR
2020-12,116,RS
2020-12,477,SC
2020-12,133,SE
2020-12,9297,SP
2020-12,209,TO
2021-01,6676,AC
2021-01,66,AL
2021-01,1040,AM
2021-01,54,AP
2021-01,1751,BA
2021-01,883,CE
2021-01,1594,DF
2021-01,4,ES
2021-01,3564,GO
2021-01,220,MA
2021-01,4978,MG
2021-01,1746,MS
2021-01,1936,MT
2021-01,420,PA
2021-01,215,PB
2021-01,981,PE
2021-01,81,PI
2021-01,6979,PR
2021-01,184,RJ
2021-01,302,RN
2021-01,445,RO
2021-01,59,RR
2021-01,176,RS
2021-01,533,SC
2021-01,86,SE
2021-01,14941,SP
2021-01,249,TO
2021-02,7880,AC
2021-02,73,AL
2021-02,1763,AM
2021-02,49,AP
2021-02,5631,BA
2021-02,1753,CE
2021-02,1971,DF
2021-02,6083,GO
2021-02,269,MA
2021-02,6519,MG
2021-02,4324,MS
2021-02,3545,MT
2021-02,716,PA
2021-02,424,PB
2021-02,1825,PE
2021-02,184,PI
2021-02,10621,PR
2021-02,260,RJ
2021-02,406,RN
2021-02,534,RO
2021-02,76,RR
2021-02,701,RS
2021-02,979,SC
2021-02,153,SE
2021-02,35316,SP
2021-02,372,TO
2021-03,7202,AC
2021-03,131,AL
2021-03,2885,AM
2021-03,97,AP
2021-03,7656,BA
2021-03,2974,CE
2021-03,2917,DF
2021-03,4,ES
2021-03,9226,GO
2021-03,225,MA
2021-03,10367,MG
2021-03,5798,MS
2021-03,4036,MT
2021-03,1094,PA
2021-03,691,PB
2021-03,2913,PE
2021-03,256,PI
2021-03,15000,PR
2021-03,731,RJ
2021-03,388,RN
2021-03,548,RO
2021-03,103,RR
2021-03,2495,RS
2021-03,3422,SC
2021-03,195,SE
2021-03,70890,SP
2021-03,605,TO
2021-04,2378,AC
2021-04,153,AL
2021-04,2173,AM
2021-04,63,AP
2021-04,6874,BA
2021-04,5262,CE
2021-04,3565,DF
2021-04,15,ES
2021-04,11411,GO
2021-04,143,MA
2021-04,7390,MG
2021-04,4964,MS
2021-04,3885,MT
2021-04,868,PA
2021-04,1081,PB
2021-04,4221,PE
2021-04,406,PI
2021-04,19700,PR
2021-04,1135,RJ
2021-04,518,RN
2021-04,355,RO
2021-04,135,RR
2021-04,7050,RS
2021-04,9084,SC
2021-04,175,SE
2021-04,85023,SP
2021-04,815,TO
2021-05,1156,AC
2021-05,309,AL
2021-05,1834,AM
2021-05,67,AP
2021-05,5727,BA
2021-05,10895,CE
2021-05,4177,DF
2021-05,1,ES
2021-05,10781,GO
2021-05,182,MA
2021-05,5829,MG
2021-05,3013,MS
2021-05,4315,MT
2021-05,714,PA
2021-05,1965,PB
2021-05,10008,PE
2021-05,609,PI
2021-05,12973,PR
2021-05,810,RJ
2021-05,856,RN
2021-05,316,RO
2021-05,172,RR
2021-05,4216,RS
2021-05,10651,SC
2021-05,285,SE
2021-05,58148,SP
2021-05,1097,TO
2021-06,615,AC
2021-06,917,AL
2021-06,1404,AM
2021-06,50,AP
2021-06,2983,BA
2021-06,15561,CE
2021-06,3338,DF
2021-06,1,ES
2021-06,7774,GO
2021-06,132,MA
2021-06,3804,MG
2021-06,1282,MS
2021-06,3583,MT
2021-06,560,PA
2021-06,3089,PB
2021-06,12673,PE
2021-06,777,PI
2021-06,4828,PR
2021-06,682,RJ
2021-06,1078,RN
2021-06,270,RO
2021-06,163,RR
2021-06,756,RS
2021-06,4556,SC
2021-06,379,SE
2021-06,26291,SP
2021-06,1100,TO
2021-07,479,AC
2021-07,1865,AL
2021-07,1051,AM
2021-07,65,AP
2021-07,1421,BA
2021-07,13056,CE
2021-07,1594,DF
2021-07,4,ES
2021-07,4334,GO
2021-07,77,MA
2021-07,1959,MG
2021-07,617,MS
2021-07,2079,MT
2021-07,406,PA
2021-07,3807,PB
2021-07,10292,PE
2021-07,693,PI
2021-07,2408,PR
2021-07,432,RJ
2021-07,897,RN
2021-07,161,RO
2021-07,151,RR
2021-07,236,RS
2021-07,1692,SC
2021-07,537,SE
2021-07,10840,SP
2021-07,771,TO
2021-08,444,AC
2021-08,1979,AL
2021-08,727,AM
2021-08,200,AP
2021-08,773,BA
2021-08,7880,CE
2021-08,909,DF
2021-08,2852,GO
2021-08,81,MA
2021-08,1734,MG
2021-08,571,MS
2021-08,1173,MT
2021-08,378,PA
2021-08,3045,PB
2021-08,6326,PE
2021-08,753,PI
2021-08,2748,PR
2021-08,353,RJ
2021-08,819,RN
2021-08,140,RO
2021-08,124,RR
2021-08,146,RS
2021-08,1054,SC
2021-08,679,SE
2021-08,8129,SP
2021-08,671,TO
2021-09,395,AC
2021-09,1663,AL
2021-09,481,AM
2021-09,140,AP
2021-09,576,BA
2021-09,3992,CE
2021-09,782,DF
2021-09,2416,GO
2021-09,74,MA
2021-09,1848,MG
2021-09,609,MS
2021-09,865,MT
2021-09,270,PA
2021-09,2474,PB
2021-09,4424,PE
2021-09,391,PI
2021-09,3105,PR
2021-09,299,RJ
2021-09,569,RN
2021-09,66,RO
2021-09,87,RR
2021-09,129,RS
2021-09,682,SC
2021-09,561,SE
2021-09,8164,SP
2021-09,551,TO
2021-10,645,AC
2021-10,1163,AL
2021-10,367,AM
2021-10,102,AP
2021-10,525,BA
2021-10,2495,CE
2021-10,647,DF
2021-10,2674,GO
2021-10,49,MA
2021-10,1693,MG
2021-10,607,MS
2021-10,1173,MT
2021-10,246,PA
2021-10,1864,PB
2021-10,2882,PE
2021-10,130,PI
2021-10,2684,PR
2021-10,195,RJ
2021-10,482,RN
2021-10,85,RO
2021-10,46,RR
2021-10,153,RS
2021-10,638,SC
2021-10,448,SE
2021-10,7172,SP
2021-10,647,TO
2021-11,909,AC
2021-11,861,AL
2021-11,501,AM
2021-11,80,AP
2021-11,896,BA
2021-11,2102,CE
2021-11,1015,DF
2021-11,5339,GO
2021-11,72,MA
2021-11,2550,MG
2021-11,815,MS
2021-11,2226,MT
2021-11,767,PA
2021-11,1766,PB
2021-11,2158,PE
2021-11,175,PI
2021-11,3054,PR
2021-11,217,RJ
2021-11,528,RN
2021-11,360,RO
2021-11,42,RR
2021-11,174,RS
2021-11,782,SC
2021-11,516,SE
2021-11,8719,SP
2021-11,2180,TO
2021-12,2007,AC
2021-12,798,AL
2021-12,646,AM
2021-12,96,AP
2021-12,2015,BA
2021-12,2408,CE
2021-12,2957,DF
2021-12,3,ES
2021-12,17505,GO
2021-12,203,MA
2021-12,3841,MG
2021-12,992,MS
2021-12,5346,MT
2021-12,2300,PA
2021-12,1554,PB
2021-12,2414,PE
2021-12,383,PI
2021-12,3098,PR
2021-12,296,RJ
2021-12,544,RN
2021-12,742,RO
2021-12,29,RR
2021-12,226,RS
2021-12,1088,SC
2021-12,527,SE
2021-12,15214,SP
2021-12,8156,TO
2022-01,713,AC
2022-01,172,AL
2022-01,234,AM
2022-01,14,AP
2022-01,1325,BA
2022-01,373,CE
2022-01,3231,DF
2022-01,3,ES
2022-01,15315,GO
2022-01,156,MA
2022-01,2535,MG
2022-01,403,MS
2022-01,3795,MT
2022-01,901,PA
2022-01,521,PB
2022-01,303,PE
2022-01,398,PI
2022-01,521,PR
2022-01,75,RJ
2022-01,198,RN
2022-01,1011,RO
2022-01,2,RR
2022-01,152,RS
2022-01,76,SC
2022-01,26,SE
2022-01,6872,SP
2022-01,4190,TO
2022-02,494,AC
2022-02,381,AL
2022-02,404,AM
2022-02,39,AP
2022-02,2507,BA
2022-02,979,CE
2022-02,5962,DF
2022-02,3,ES
2022-02,25455,GO
2022-02,370,MA
2022-02,3811,MG
2022-02,723,MS
2022-02,4421,MT
2022-02,908,PA
2022-02,1109,PB
2022-02,669,PE
2022-02,1394,PI
2022-02,2435,PR
2022-02,231,RJ
2022-02,375,RN
2022-02,1366,RO
2022-02,1,RR
2022-02,687,RS
2022-02,824,SC
2022-02,39,SE
2022-02,13802,SP
2022-02,3747,TO
2022-03,540,AC
2022-03,642,AL
2022-03,579,AM
2022-03,26,AP
2022-03,5957,BA
2022-03,2773,CE
2022-03,12297,DF
2022-03,6,ES
2022-03,43526,GO
2022-03,918,MA
2022-03,13045,MG
2022-03,2455,MS
2022-03,6355,MT
2022-03,904,PA
2022-03,2582,PB
2022-03,1502,PE
2022-03,4313,PI
2022-03,29173,PR
2022-03,916,RJ
2022-03,1734,RN
2022-03,2015,RO
